Id,Clustering Coefficient,Eccentricity,Closeness Centrality,Betweenness Centrality,Component ID,Strongly-Connected ID
158,0.0,1.0,1.0,0.0,0,204
159,0.0,1.0,1.0,0.0,17,205
160,0.0,1.0,1.0,0.0,0,206
161,0.0,1.0,1.0,0.0,25,208
162,0.0,1.0,1.0,0.0,0,210
163,0.0,1.0,1.0,0.0,0,211
164,0.0,1.0,1.0,0.0,0,212
165,0.0,1.0,1.0,0.0,0,213
166,0.0,1.0,1.0,0.0,0,214
167,0.0,1.0,1.0,0.0,26,216
168,0.0,1.0,1.0,0.0,26,217
169,0.0,1.0,1.0,0.0,0,218
170,0.0,1.0,1.0,0.0,0,219
171,0.0,1.0,1.0,0.0,27,221
172,0.0,1.0,1.0,0.0,0,222
173,0.0,1.0,1.0,0.0,0,223
174,0.0,1.0,1.0,0.0,0,224
175,0.0,1.0,1.0,0.0,0,225
176,0.0,1.0,1.0,0.0,0,226
177,0.0,1.0,1.0,0.0,28,228
178,0.0,1.0,1.0,0.0,0,229
179,0.0,1.0,1.0,0.0,0,230
180,0.0,1.0,1.0,0.0,0,231
181,0.0,1.0,1.0,0.0,0,232
182,0.0,1.0,1.0,0.0,0,234
183,0.0,1.0,1.0,0.0,0,236
184,0.0,1.0,1.0,0.0,0,237
185,0.0,1.0,1.0,0.0,0,238
186,0.0,1.0,1.0,0.0,29,240
187,0.0,1.0,1.0,0.0,0,241
188,0.0,1.0,1.0,0.0,30,243
189,0.0,1.0,1.0,0.0,0,244
190,0.0,1.0,1.0,0.0,0,245
191,0.0,1.0,1.0,0.0,5,246
192,0.0,1.0,1.0,0.0,0,248
193,0.0,1.0,1.0,0.0,0,249
194,0.0,1.0,1.0,0.0,0,250
195,0.0,1.0,1.0,0.0,31,252
196,0.0,1.0,1.0,0.0,0,253
197,0.0,1.0,1.0,0.0,32,255
198,0.0,1.0,1.0,0.0,33,257
199,0.0,1.0,1.0,0.0,0,258
200,0.0,1.0,1.0,0.0,34,260
201,0.0,1.0,1.0,0.0,0,261
202,0.0,1.0,1.0,0.0,35,263
203,0.0,1.0,1.0,0.0,0,264
204,0.0,1.0,1.0,0.0,0,265
205,0.0,1.0,1.0,0.0,36,267
206,0.0,1.0,1.0,0.0,0,268
207,0.0,1.0,1.0,0.0,0,269
208,0.0,1.0,1.0,0.0,0,270
209,0.0,1.0,1.0,0.0,0,271
210,0.0,1.0,1.0,0.0,0,272
211,0.0,1.0,1.0,0.0,0,273
212,0.0,1.0,1.0,0.0,0,274
213,0.0,1.0,1.0,0.0,0,275
214,0.0,1.0,1.0,0.0,37,277
215,0.0,1.0,1.0,0.0,0,278
216,0.0,1.0,1.0,0.0,38,280
217,0.0,1.0,1.0,0.0,39,282
218,0.0,1.0,1.0,0.0,40,284
219,0.0,1.0,1.0,0.0,41,286
220,0.0,1.0,1.0,0.0,42,288
221,0.0,1.0,1.0,0.0,43,290
222,0.0,1.0,1.0,0.0,0,291
223,0.0,1.0,1.0,0.0,0,293
224,0.0,1.0,1.0,0.0,0,294
225,0.0,1.0,1.0,0.0,0,295
226,0.0,1.0,1.0,0.0,0,296
227,0.0,1.0,1.0,0.0,0,297
228,0.0,1.0,1.0,0.0,0,298
229,0.0,1.0,1.0,0.0,0,299
230,0.0,1.0,1.0,0.0,0,301
231,0.0,1.0,1.0,0.0,0,302
232,0.0,1.0,1.0,0.0,0,303
233,0.0,1.0,1.0,0.0,0,304
234,0.0,1.0,1.0,0.0,0,305
235,0.0,1.0,1.0,0.0,0,307
236,0.0,1.0,1.0,0.0,0,309
237,0.0,1.0,1.0,0.0,0,311
238,0.0,1.0,1.0,0.0,0,312
239,0.0,1.0,1.0,0.0,0,314
240,0.0,1.0,1.0,0.0,0,315
241,0.0,1.0,1.0,0.0,0,316
242,0.0,1.0,1.0,0.0,0,318
243,0.0,1.0,1.0,0.0,44,320
244,0.0,1.0,1.0,0.0,0,321
245,0.0,1.0,1.0,0.0,0,322
246,0.0,1.0,1.0,0.0,45,324
247,0.0,1.0,1.0,0.0,0,326
248,0.0,1.0,1.0,0.0,0,328
249,0.0,1.0,1.0,0.0,46,330
250,0.0,1.0,1.0,0.0,0,332
251,0.0,1.0,1.0,0.0,0,333
252,0.0,1.0,1.0,0.0,0,334
253,0.0,1.0,1.0,0.0,0,335
254,0.0,1.0,1.0,0.0,0,336
255,0.0,1.0,1.0,0.0,0,337
256,0.0,1.0,1.0,0.0,0,338
257,0.0,1.0,1.0,0.0,0,339
258,0.0,1.0,1.0,0.0,0,340
259,0.0,1.0,1.0,0.0,0,341
260,0.0,1.0,1.0,0.0,0,342
261,0.0,1.0,1.0,0.0,0,343
262,0.0,1.0,1.0,0.0,0,344
263,0.0,1.0,1.0,0.0,0,345
264,0.0,1.0,1.0,0.0,0,346
265,0.0,1.0,1.0,0.0,0,348
266,0.0,1.0,1.0,0.0,0,349
267,0.0,1.0,1.0,0.0,0,351
268,0.0,1.0,1.0,0.0,47,353
269,0.0,1.0,1.0,0.0,0,354
270,0.0,1.0,1.0,0.0,48,356
271,0.0,1.0,1.0,0.0,0,358
272,0.0,1.0,1.0,0.0,49,360
273,0.0,1.0,1.0,0.0,0,362
274,0.0,1.0,1.0,0.0,0,363
275,0.0,1.0,1.0,0.0,0,364
276,0.0,1.0,1.0,0.0,50,366
277,0.0,1.0,1.0,0.0,0,367
278,0.0,1.0,1.0,0.0,12,368
279,0.0,1.0,1.0,0.0,0,369
280,0.0,1.0,1.0,0.0,0,370
281,0.0,1.0,1.0,0.0,0,371
282,0.0,1.0,1.0,0.0,0,372
283,0.0,1.0,1.0,0.0,0,374
284,0.0,1.0,1.0,0.0,0,375
285,0.0,1.0,1.0,0.0,51,377
286,0.0,1.0,1.0,0.0,0,378
287,0.0,1.0,1.0,0.0,52,380
288,0.0,1.0,1.0,0.0,0,381
289,0.0,1.0,1.0,0.0,0,382
290,0.0,1.0,1.0,0.0,0,383
291,0.0,1.0,1.0,0.0,0,384
292,0.0,1.0,1.0,0.0,0,385
293,0.0,1.0,1.0,0.0,53,387
294,0.0,1.0,1.0,0.0,54,389
295,0.0,1.0,1.0,0.0,55,391
296,0.0,1.0,1.0,0.0,0,392
297,0.0,1.0,1.0,0.0,0,393
298,0.0,1.0,1.0,0.0,0,394
299,0.0,1.0,1.0,0.0,56,396
300,0.0,1.0,1.0,0.0,0,397
301,0.0,1.0,1.0,0.0,57,399
302,0.0,1.0,1.0,0.0,0,400
303,0.0,1.0,1.0,0.0,0,402
304,0.0,1.0,1.0,0.0,58,404
305,0.0,1.0,1.0,0.0,0,405
306,0.0,1.0,1.0,0.0,0,406
307,0.0,1.0,1.0,0.0,0,407
308,0.0,1.0,1.0,0.0,59,409
309,0.0,1.0,1.0,0.0,0,410
310,0.0,1.0,1.0,0.0,0,411
311,0.0,1.0,1.0,0.0,0,412
312,0.0,1.0,1.0,0.0,60,414
313,0.0,1.0,1.0,0.0,0,415
314,0.0,1.0,1.0,0.0,0,416
315,0.0,1.0,1.0,0.0,0,417
316,0.0,1.0,1.0,0.0,61,419
317,0.0,1.0,1.0,0.0,0,420
318,0.0,1.0,1.0,0.0,0,421
319,0.0,1.0,1.0,0.0,0,422
320,0.0,1.0,1.0,0.0,0,424
321,0.0,1.0,1.0,0.0,62,426
322,0.0,1.0,1.0,0.0,0,427
323,0.0,1.0,1.0,0.0,0,429
324,0.0,1.0,1.0,0.0,63,431
325,0.0,1.0,1.0,0.0,64,433
326,0.0,1.0,1.0,0.0,0,434
327,0.0,1.0,1.0,0.0,8,435
328,0.0,1.0,1.0,0.0,0,436
329,0.0,1.0,1.0,0.0,65,438
330,0.0,1.0,1.0,0.0,66,440
331,0.0,1.0,1.0,0.0,0,441
332,0.0,1.0,1.0,0.0,67,443
333,0.0,1.0,1.0,0.0,0,444
334,0.0,1.0,1.0,0.0,0,445
335,0.0,1.0,1.0,0.0,0,446
336,0.0,1.0,1.0,0.0,0,447
337,0.0,1.0,1.0,0.0,0,448
338,0.0,1.0,1.0,0.0,68,450
339,0.0,1.0,1.0,0.0,0,451
340,0.0,1.0,1.0,0.0,0,452
341,0.0,1.0,1.0,0.0,0,453
342,0.0,1.0,1.0,0.0,0,454
343,0.0,1.0,1.0,0.0,0,455
344,0.0,1.0,1.0,0.0,69,457
345,0.0,1.0,1.0,0.0,0,458
346,0.0,1.0,1.0,0.0,0,459
347,0.0,1.0,1.0,0.0,0,460
348,0.0,1.0,1.0,0.0,0,461
349,0.0,1.0,1.0,0.0,0,462
350,0.0,1.0,1.0,0.0,0,463
351,0.0,1.0,1.0,0.0,70,465
352,0.0,1.0,1.0,0.0,0,467
353,0.0,1.0,1.0,0.0,0,468
354,0.0,1.0,1.0,0.0,0,469
355,0.0,1.0,1.0,0.0,0,470
356,0.0,1.0,1.0,0.0,0,471
357,0.0,1.0,1.0,0.0,0,472
358,0.0,1.0,1.0,0.0,0,473
359,0.0,1.0,1.0,0.0,0,475
360,0.0,1.0,1.0,0.0,71,477
361,0.0,1.0,1.0,0.0,72,479
362,0.0,1.0,1.0,0.0,0,480
363,0.0,1.0,1.0,0.0,0,481
364,0.0,1.0,1.0,0.0,0,482
365,0.0,1.0,1.0,0.0,0,483
366,0.0,1.0,1.0,0.0,0,484
367,0.0,1.0,1.0,0.0,0,485
368,0.0,1.0,1.0,0.0,0,486
369,0.0,1.0,1.0,0.0,0,487
370,0.0,1.0,1.0,0.0,0,488
371,0.0,1.0,1.0,0.0,73,490
372,0.0,1.0,1.0,0.0,0,491
373,0.0,1.0,1.0,0.0,0,492
374,0.0,1.0,1.0,0.0,0,494
375,0.0,1.0,1.0,0.0,0,496
376,0.0,1.0,1.0,0.0,74,498
377,0.0,1.0,1.0,0.0,0,499
378,0.0,1.0,1.0,0.0,0,500
379,0.0,1.0,1.0,0.0,0,501
380,0.0,1.0,1.0,0.0,0,502
381,0.0,1.0,1.0,0.0,0,503
382,0.0,1.0,1.0,0.0,0,504
383,0.0,1.0,1.0,0.0,0,505
384,0.0,1.0,1.0,0.0,0,506
385,0.0,1.0,1.0,0.0,0,507
386,0.0,1.0,1.0,0.0,0,508
387,0.0,1.0,1.0,0.0,0,509
388,0.0,1.0,1.0,0.0,0,510
389,0.0,1.0,1.0,0.0,0,511
390,0.0,1.0,1.0,0.0,0,512
391,0.0,1.0,1.0,0.0,22,513
392,0.0,1.0,1.0,0.0,75,515
393,0.0,1.0,1.0,0.0,0,516
394,0.0,1.0,1.0,0.0,0,517
395,0.0,1.0,1.0,0.0,0,518
396,0.0,1.0,1.0,0.0,0,519
397,0.0,1.0,1.0,0.0,0,521
398,0.0,1.0,1.0,0.0,35,522
399,0.0,1.0,1.0,0.0,0,523
400,0.0,1.0,1.0,0.0,0,524
401,0.0,1.0,1.0,0.0,0,526
402,0.0,1.0,1.0,0.0,0,527
403,0.0,1.0,1.0,0.0,0,528
404,0.0,1.0,1.0,0.0,0,529
405,0.0,1.0,1.0,0.0,0,530
406,0.0,1.0,1.0,0.0,0,531
407,0.0,1.0,1.0,0.0,0,532
408,0.0,1.0,1.0,0.0,0,533
409,0.0,1.0,1.0,0.0,0,534
410,0.0,1.0,1.0,0.0,76,536
411,0.0,1.0,1.0,0.0,0,537
412,0.0,1.0,1.0,0.0,77,539
413,0.0,1.0,1.0,0.0,78,541
414,0.0,1.0,1.0,0.0,0,542
415,0.0,1.0,1.0,0.0,0,543
416,0.0,1.0,1.0,0.0,79,545
417,0.0,1.0,1.0,0.0,0,546
418,0.0,1.0,1.0,0.0,0,547
419,0.0,1.0,1.0,0.0,0,548
420,0.0,1.0,1.0,0.0,0,549
421,0.0,1.0,1.0,0.0,0,550
422,0.0,1.0,1.0,0.0,0,551
423,0.0,1.0,1.0,0.0,0,552
424,0.0,1.0,1.0,0.0,80,554
425,0.0,1.0,1.0,0.0,20,555
426,0.0,1.0,1.0,0.0,0,556
427,0.0,1.0,1.0,0.0,0,557
428,0.0,1.0,1.0,0.0,0,558
429,0.0,1.0,1.0,0.0,81,560
430,0.0,1.0,1.0,0.0,0,561
431,0.0,1.0,1.0,0.0,0,562
432,0.0,1.0,1.0,0.0,0,564
433,0.0,1.0,1.0,0.0,0,565
434,0.0,1.0,1.0,0.0,0,566
435,0.0,1.0,1.0,0.0,0,567
436,0.0,1.0,1.0,0.0,82,569
437,0.0,1.0,1.0,0.0,0,570
438,0.0,1.0,1.0,0.0,0,571
439,0.0,1.0,1.0,0.0,0,572
440,0.0,1.0,1.0,0.0,0,573
441,0.0,1.0,1.0,0.0,0,574
442,0.0,1.0,1.0,0.0,0,575
443,0.0,1.0,1.0,0.0,0,576
444,0.0,1.0,1.0,0.0,0,577
445,0.0,1.0,1.0,0.0,0,578
446,0.0,1.0,1.0,0.0,0,579
447,0.0,1.0,1.0,0.0,0,580
448,0.0,1.0,1.0,0.0,1,582
449,0.0,1.0,1.0,0.0,0,583
450,0.0,1.0,1.0,0.0,0,584
451,0.0,1.0,1.0,0.0,0,585
452,0.0,1.0,1.0,0.0,0,586
453,0.0,1.0,1.0,0.0,0,587
454,0.0,1.0,1.0,0.0,0,588
455,0.0,1.0,1.0,0.0,0,589
456,0.0,1.0,1.0,0.0,0,590
457,0.0,1.0,1.0,0.0,0,591
458,0.0,1.0,1.0,0.0,83,593
459,0.0,1.0,1.0,0.0,0,594
460,0.0,1.0,1.0,0.0,0,595
461,0.0,1.0,1.0,0.0,0,596
462,0.0,1.0,1.0,0.0,26,597
463,0.0,1.0,1.0,0.0,0,598
464,0.0,1.0,1.0,0.0,0,599
465,0.0,1.0,1.0,0.0,0,600
466,0.0,1.0,1.0,0.0,0,601
467,0.0,1.0,1.0,0.0,0,602
468,0.0,1.0,1.0,0.0,0,603
469,0.0,1.0,1.0,0.0,0,604
470,0.0,1.0,1.0,0.0,0,605
471,0.0,1.0,1.0,0.0,0,606
472,0.0,1.0,1.0,0.0,84,608
473,0.0,1.0,1.0,0.0,0,609
474,0.0,1.0,1.0,0.0,0,610
475,0.0,1.0,1.0,0.0,0,611
476,0.0,1.0,1.0,0.0,85,613
477,0.0,1.0,1.0,0.0,0,614
478,0.0,1.0,1.0,0.0,0,615
479,0.0,1.0,1.0,0.0,0,616
480,0.0,1.0,1.0,0.0,86,618
481,0.0,1.0,1.0,0.0,0,619
482,0.0,1.0,1.0,0.0,0,620
483,0.0,1.0,1.0,0.0,0,621
484,0.0,1.0,1.0,0.0,0,622
485,0.0,1.0,1.0,0.0,0,623
486,0.0,1.0,1.0,0.0,0,624
487,0.0,1.0,1.0,0.0,0,625
488,0.0,1.0,1.0,0.0,0,627
489,0.0,1.0,1.0,0.0,0,628
490,0.0,1.0,1.0,0.0,0,629
491,0.0,1.0,1.0,0.0,0,630
492,0.0,1.0,1.0,0.0,1,631
493,0.0,1.0,1.0,0.0,0,632
494,0.0,1.0,1.0,0.0,35,633
495,0.0,1.0,1.0,0.0,35,634
496,0.0,1.0,1.0,0.0,0,635
497,0.0,1.0,1.0,0.0,0,636
498,0.0,1.0,1.0,0.0,0,637
499,0.0,1.0,1.0,0.0,0,638
500,0.0,1.0,1.0,0.0,0,639
501,0.0,1.0,1.0,0.0,0,640
502,0.0,1.0,1.0,0.0,87,642
503,0.0,1.0,1.0,0.0,0,644
504,0.0,1.0,1.0,0.0,0,645
505,0.0,1.0,1.0,0.0,0,646
506,0.0,1.0,1.0,0.0,0,647
507,0.0,1.0,1.0,0.0,0,648
508,0.0,1.0,1.0,0.0,0,649
509,0.0,1.0,1.0,0.0,0,650
510,0.0,1.0,1.0,0.0,0,651
511,0.0,1.0,1.0,0.0,0,652
512,0.0,1.0,1.0,0.0,0,653
513,0.0,1.0,1.0,0.0,0,654
514,0.0,1.0,1.0,0.0,0,655
515,0.0,1.0,1.0,0.0,0,657
516,0.0,1.0,1.0,0.0,0,658
517,0.0,1.0,1.0,0.0,88,660
518,0.0,1.0,1.0,0.0,0,661
519,0.0,1.0,1.0,0.0,0,662
520,0.0,1.0,1.0,0.0,89,664
521,0.0,1.0,1.0,0.0,11,665
522,0.0,1.0,1.0,0.0,8,666
523,0.0,1.0,1.0,0.0,20,667
524,0.0,1.0,1.0,0.0,0,668
525,0.0,1.0,1.0,0.0,0,669
526,0.0,1.0,1.0,0.0,0,670
527,0.0,1.0,1.0,0.0,0,671
528,0.0,1.0,1.0,0.0,0,672
529,0.0,1.0,1.0,0.0,0,673
530,0.0,1.0,1.0,0.0,0,675
531,0.0,1.0,1.0,0.0,0,676
532,0.0,1.0,1.0,0.0,0,677
533,0.0,1.0,1.0,0.0,0,678
534,0.0,1.0,1.0,0.0,0,679
535,0.0,1.0,1.0,0.0,0,680
536,0.0,1.0,1.0,0.0,0,681
537,0.0,1.0,1.0,0.0,0,682
538,0.0,1.0,1.0,0.0,85,683
539,0.0,1.0,1.0,0.0,0,684
540,0.0,1.0,1.0,0.0,90,686
541,0.0,1.0,1.0,0.0,0,687
542,0.0,1.0,1.0,0.0,0,688
543,0.0,1.0,1.0,0.0,0,689
544,0.0,1.0,1.0,0.0,91,691
545,0.0,1.0,1.0,0.0,0,692
546,0.0,1.0,1.0,0.0,0,693
547,0.0,1.0,1.0,0.0,0,694
548,0.0,1.0,1.0,0.0,92,696
549,0.0,1.0,1.0,0.0,0,697
550,0.0,1.0,1.0,0.0,93,699
551,0.0,1.0,1.0,0.0,94,701
552,0.0,1.0,1.0,0.0,95,703
553,0.0,1.0,1.0,0.0,96,705
554,0.0,1.0,1.0,0.0,0,706
555,0.0,1.0,1.0,0.0,0,707
556,0.0,1.0,1.0,0.0,97,709
557,0.0,1.0,1.0,0.0,0,710
558,0.0,1.0,1.0,0.0,0,711
559,0.0,1.0,1.0,0.0,0,712
560,0.0,1.0,1.0,0.0,0,713
561,0.0,1.0,1.0,0.0,0,714
562,0.0,1.0,1.0,0.0,98,716
563,0.0,1.0,1.0,0.0,0,717
564,0.0,1.0,1.0,0.0,0,719
565,0.0,1.0,1.0,0.0,0,720
566,0.0,1.0,1.0,0.0,0,721
567,0.0,1.0,1.0,0.0,99,723
568,0.0,1.0,1.0,0.0,0,725
569,0.0,1.0,1.0,0.0,0,726
570,0.0,1.0,1.0,0.0,100,728
571,0.0,1.0,1.0,0.0,0,730
572,0.0,1.0,1.0,0.0,101,732
573,0.0,1.0,1.0,0.0,0,733
574,0.0,1.0,1.0,0.0,102,735
575,0.0,1.0,1.0,0.0,0,736
576,0.0,1.0,1.0,0.0,103,738
577,0.0,1.0,1.0,0.0,0,739
578,0.0,1.0,1.0,0.0,0,740
579,0.0,1.0,1.0,0.0,0,741
580,0.0,1.0,1.0,0.0,0,742
581,0.0,1.0,1.0,0.0,0,743
582,0.0,1.0,1.0,0.0,0,744
583,0.0,1.0,1.0,0.0,0,745
584,0.0,1.0,1.0,0.0,0,746
585,0.0,1.0,1.0,0.0,0,747
586,0.0,1.0,1.0,0.0,0,748
587,0.0,1.0,1.0,0.0,0,749
588,0.0,1.0,1.0,0.0,0,750
589,0.0,1.0,1.0,0.0,0,751
590,0.0,1.0,1.0,0.0,0,752
591,0.0,1.0,1.0,0.0,0,753
592,0.0,1.0,1.0,0.0,0,754
593,0.0,1.0,1.0,0.0,0,755
594,0.0,1.0,1.0,0.0,0,756
595,0.0,1.0,1.0,0.0,0,757
596,0.0,1.0,1.0,0.0,0,758
597,0.0,1.0,1.0,0.0,0,759
598,0.0,1.0,1.0,0.0,104,761
599,0.0,1.0,1.0,0.0,0,762
600,0.0,1.0,1.0,0.0,0,763
601,0.0,1.0,1.0,0.0,0,765
602,0.0,1.0,1.0,0.0,0,766
603,0.0,1.0,1.0,0.0,105,768
604,0.0,1.0,1.0,0.0,0,769
605,0.0,1.0,1.0,0.0,0,770
606,0.0,1.0,1.0,0.0,0,771
607,0.0,1.0,1.0,0.0,106,773
608,0.0,1.0,1.0,0.0,0,774
609,0.0,1.0,1.0,0.0,0,775
610,0.0,1.0,1.0,0.0,0,776
611,0.0,1.0,1.0,0.0,0,778
612,0.0,1.0,1.0,0.0,0,779
613,0.0,1.0,1.0,0.0,0,780
614,0.0,1.0,1.0,0.0,0,781
615,0.0,1.0,1.0,0.0,0,782
616,0.0,1.0,1.0,0.0,0,783
617,0.0,1.0,1.0,0.0,0,784
618,0.0,1.0,1.0,0.0,107,786
619,0.0,1.0,1.0,0.0,0,787
620,0.0,1.0,1.0,0.0,108,789
621,0.0,1.0,1.0,0.0,0,791
622,0.0,1.0,1.0,0.0,0,792
623,0.0,1.0,1.0,0.0,0,793
624,0.0,1.0,1.0,0.0,0,794
625,0.0,1.0,1.0,0.0,0,795
626,0.0,1.0,1.0,0.0,109,797
627,0.0,1.0,1.0,0.0,0,798
