Id,Clustering Coefficient,Eccentricity,Closeness Centrality,Betweenness Centrality,Component ID,Strongly-Connected ID
2093,0.0,1.0,1.0,0.0,0,2437
2094,0.0,1.0,1.0,0.0,252,2439
2095,0.0,1.0,1.0,0.0,253,2441
2096,0.0,1.0,1.0,0.0,0,2442
2097,0.0,1.0,1.0,0.0,0,2443
2098,0.0,1.0,1.0,0.0,0,2444
2099,0.0,1.0,1.0,0.0,0,2445
2100,0.0,1.0,1.0,0.0,0,2446
2101,0.0,1.0,1.0,0.0,0,2447
2102,0.0,1.0,1.0,0.0,0,2448
2103,0.0,1.0,1.0,0.0,0,2449
2104,0.0,1.0,1.0,0.0,254,2451
2105,0.0,1.0,1.0,0.0,0,2452
2106,0.0,1.0,1.0,0.0,110,2453
2107,0.0,1.0,1.0,0.0,0,2454
2108,0.0,1.0,1.0,0.0,0,2455
2109,0.0,1.0,1.0,0.0,0,2456
2110,0.0,1.0,1.0,0.0,0,2457
2111,0.0,1.0,1.0,0.0,0,2458
2112,0.0,1.0,1.0,0.0,0,2459
2113,0.0,1.0,1.0,0.0,31,2460
2114,0.0,1.0,1.0,0.0,0,2461
2115,0.0,1.0,1.0,0.0,0,2462
2116,0.0,1.0,1.0,0.0,0,2463
2117,0.0,1.0,1.0,0.0,255,2465
2118,0.0,1.0,1.0,0.0,0,2466
2119,0.0,1.0,1.0,0.0,0,2467
2120,0.0,1.0,1.0,0.0,0,2468
2121,0.0,1.0,1.0,0.0,0,2469
2122,0.0,1.0,1.0,0.0,0,2470
2123,0.0,1.0,1.0,0.0,0,2471
2124,0.0,1.0,1.0,0.0,0,2472
2125,0.0,1.0,1.0,0.0,0,2473
2126,0.0,1.0,1.0,0.0,0,2474
2127,0.0,1.0,1.0,0.0,0,2475
2128,0.0,1.0,1.0,0.0,0,2476
2129,0.0,1.0,1.0,0.0,0,2477
2130,0.0,1.0,1.0,0.0,0,2478
2131,0.0,1.0,1.0,0.0,0,2479
2132,0.0,1.0,1.0,0.0,0,2480
2133,0.0,1.0,1.0,0.0,0,2481
2134,0.0,1.0,1.0,0.0,0,2482
2135,0.0,1.0,1.0,0.0,0,2483
2136,0.0,1.0,1.0,0.0,0,2484
2137,0.0,1.0,1.0,0.0,0,2485
2138,0.0,1.0,1.0,0.0,0,2486
2139,0.0,1.0,1.0,0.0,0,2487
2140,0.0,1.0,1.0,0.0,215,2488
2141,0.0,1.0,1.0,0.0,0,2489
2142,0.0,1.0,1.0,0.0,0,2490
2143,0.0,1.0,1.0,0.0,0,2491
2144,0.0,1.0,1.0,0.0,0,2492
2145,0.0,1.0,1.0,0.0,0,2493
2146,0.0,1.0,1.0,0.0,0,2494
2147,0.0,1.0,1.0,0.0,0,2495
2148,0.0,1.0,1.0,0.0,0,2496
2149,0.0,1.0,1.0,0.0,0,2497
2150,0.0,1.0,1.0,0.0,13,2498
2151,0.0,1.0,1.0,0.0,23,2499
2152,0.0,1.0,1.0,0.0,0,2500
2153,0.0,1.0,1.0,0.0,125,2501
2154,0.0,1.0,1.0,0.0,0,2502
2155,0.0,1.0,1.0,0.0,0,2503
2156,0.0,1.0,1.0,0.0,85,2504
2157,0.0,1.0,1.0,0.0,0,2505
2158,0.0,1.0,1.0,0.0,0,2506
2159,0.0,1.0,1.0,0.0,0,2507
2160,0.0,1.0,1.0,0.0,0,2508
2161,0.0,1.0,1.0,0.0,256,2510
2162,0.0,1.0,1.0,0.0,0,2511
2163,0.0,1.0,1.0,0.0,0,2512
2164,0.0,1.0,1.0,0.0,0,2513
2165,0.0,1.0,1.0,0.0,0,2514
2166,0.0,1.0,1.0,0.0,0,2515
2167,0.0,1.0,1.0,0.0,0,2516
2168,0.0,1.0,1.0,0.0,0,2517
2169,0.0,1.0,1.0,0.0,220,2518
2170,0.0,1.0,1.0,0.0,31,2519
2171,0.0,1.0,1.0,0.0,0,2520
2172,0.0,1.0,1.0,0.0,0,2521
2173,0.0,1.0,1.0,0.0,0,2522
2174,0.0,1.0,1.0,0.0,0,2523
2175,0.0,1.0,1.0,0.0,0,2524
2176,0.0,1.0,1.0,0.0,122,2525
2177,0.0,1.0,1.0,0.0,0,2526
2178,0.0,1.0,1.0,0.0,0,2527
2179,0.0,1.0,1.0,0.0,0,2528
2180,0.0,1.0,1.0,0.0,0,2529
2181,0.0,1.0,1.0,0.0,257,2531
2182,0.0,1.0,1.0,0.0,0,2532
2183,0.0,1.0,1.0,0.0,0,2533
2184,0.0,1.0,1.0,0.0,0,2534
2185,0.0,1.0,1.0,0.0,0,2535
2186,0.0,1.0,1.0,0.0,0,2536
2187,0.0,1.0,1.0,0.0,0,2537
2188,0.0,1.0,1.0,0.0,258,2539
2189,0.0,1.0,1.0,0.0,0,2541
2190,0.0,1.0,1.0,0.0,0,2542
2191,0.0,1.0,1.0,0.0,259,2544
2192,0.0,1.0,1.0,0.0,0,2545
2193,0.0,1.0,1.0,0.0,0,2546
2194,0.0,1.0,1.0,0.0,0,2547
2195,0.0,1.0,1.0,0.0,0,2548
2196,0.0,1.0,1.0,0.0,32,2549
2197,0.0,1.0,1.0,0.0,0,2550
2198,0.0,1.0,1.0,0.0,0,2551
2199,0.0,1.0,1.0,0.0,0,2552
2200,0.0,1.0,1.0,0.0,0,2553
2201,0.0,1.0,1.0,0.0,0,2554
2202,0.0,1.0,1.0,0.0,0,2555
2203,0.0,1.0,1.0,0.0,0,2556
2204,0.0,1.0,1.0,0.0,0,2557
2205,0.0,1.0,1.0,0.0,0,2558
2206,0.0,1.0,1.0,0.0,0,2559
2207,0.0,1.0,1.0,0.0,0,2560
2208,0.0,1.0,1.0,0.0,0,2561
2209,0.0,1.0,1.0,0.0,0,2562
2210,0.0,1.0,1.0,0.0,0,2563
2211,0.0,1.0,1.0,0.0,0,2564
2212,0.0,1.0,1.0,0.0,260,2566
2213,0.0,1.0,1.0,0.0,124,2567
2214,0.0,1.0,1.0,0.0,0,2568
2215,0.0,1.0,1.0,0.0,0,2569
2216,0.0,1.0,1.0,0.0,0,2570
2217,0.0,1.0,1.0,0.0,0,2571
2218,0.0,1.0,1.0,0.0,0,2572
2219,0.0,1.0,1.0,0.0,0,2573
2220,0.0,1.0,1.0,0.0,106,2574
2221,0.0,1.0,1.0,0.0,0,2575
2222,0.0,1.0,1.0,0.0,106,2576
2223,0.0,1.0,1.0,0.0,0,2577
2224,0.0,1.0,1.0,0.0,0,2578
2225,0.0,1.0,1.0,0.0,0,2579
2226,0.0,1.0,1.0,0.0,0,2580
2227,0.0,1.0,1.0,0.0,0,2581
2228,0.0,1.0,1.0,0.0,0,2582
2229,0.0,1.0,1.0,0.0,121,2583
2230,0.0,1.0,1.0,0.0,121,2584
2231,0.0,1.0,1.0,0.0,0,2585
2232,0.0,1.0,1.0,0.0,0,2586
2233,0.0,1.0,1.0,0.0,0,2587
2234,0.0,1.0,1.0,0.0,261,2589
2235,0.0,1.0,1.0,0.0,0,2590
2236,0.0,1.0,1.0,0.0,262,2592
2237,0.0,1.0,1.0,0.0,0,2593
2238,0.0,1.0,1.0,0.0,0,2594
2239,0.0,1.0,1.0,0.0,0,2595
2240,0.0,1.0,1.0,0.0,0,2596
2241,0.0,1.0,1.0,0.0,0,2597
2242,0.0,1.0,1.0,0.0,0,2598
2243,0.0,1.0,1.0,0.0,263,2600
2244,0.0,1.0,1.0,0.0,0,2601
2245,0.0,1.0,1.0,0.0,264,2603
2246,0.0,1.0,1.0,0.0,265,2605
2247,0.0,1.0,1.0,0.0,0,2606
2248,0.0,1.0,1.0,0.0,0,2607
2249,0.0,1.0,1.0,0.0,0,2608
2250,0.0,1.0,1.0,0.0,0,2609
2251,0.0,1.0,1.0,0.0,0,2610
2252,0.0,1.0,1.0,0.0,0,2611
2253,0.0,1.0,1.0,0.0,0,2612
2254,0.0,1.0,1.0,0.0,0,2613
2255,0.0,1.0,1.0,0.0,0,2614
2256,0.0,1.0,1.0,0.0,0,2615
2257,0.0,1.0,1.0,0.0,0,2616
2258,0.0,1.0,1.0,0.0,0,2617
2259,0.0,1.0,1.0,0.0,30,2618
2260,0.0,1.0,1.0,0.0,0,2619
2261,0.0,1.0,1.0,0.0,0,2620
2262,0.0,1.0,1.0,0.0,0,2621
2263,0.0,1.0,1.0,0.0,0,2622
2264,0.0,1.0,1.0,0.0,0,2623
2265,0.0,1.0,1.0,0.0,0,2624
2266,0.0,1.0,1.0,0.0,0,2625
2267,0.0,1.0,1.0,0.0,0,2626
2268,0.0,1.0,1.0,0.0,3,2627
2269,0.0,1.0,1.0,0.0,11,2628
2270,0.0,1.0,1.0,0.0,0,2629
2271,0.0,1.0,1.0,0.0,0,2630
2272,0.0,1.0,1.0,0.0,0,2631
2273,0.0,1.0,1.0,0.0,0,2632
2274,0.0,1.0,1.0,0.0,0,2633
2275,0.0,1.0,1.0,0.0,0,2634
2276,0.0,1.0,1.0,0.0,0,2635
2277,0.0,1.0,1.0,0.0,266,2637
2278,0.0,1.0,1.0,0.0,0,2638
2279,0.0,1.0,1.0,0.0,0,2639
2280,0.0,1.0,1.0,0.0,0,2640
2281,0.0,1.0,1.0,0.0,0,2641
2282,0.0,1.0,1.0,0.0,0,2642
2283,0.0,1.0,1.0,0.0,0,2643
2284,0.0,1.0,1.0,0.0,0,2644
2285,0.0,1.0,1.0,0.0,0,2645
2286,0.0,1.0,1.0,0.0,0,2646
2287,0.0,1.0,1.0,0.0,16,2647
2288,0.0,1.0,1.0,0.0,0,2648
2289,0.0,1.0,1.0,0.0,0,2649
2290,0.0,1.0,1.0,0.0,0,2650
2291,0.0,1.0,1.0,0.0,0,2651
2292,0.0,1.0,1.0,0.0,0,2652
2293,0.0,1.0,1.0,0.0,0,2653
2294,0.0,1.0,1.0,0.0,0,2654
2295,0.0,1.0,1.0,0.0,0,2655
2296,0.0,1.0,1.0,0.0,267,2657
2297,0.0,1.0,1.0,0.0,0,2658
2298,0.0,1.0,1.0,0.0,0,2659
2299,0.0,1.0,1.0,0.0,0,2660
2300,0.0,1.0,1.0,0.0,0,2661
2301,0.0,1.0,1.0,0.0,0,2662
2302,0.0,1.0,1.0,0.0,0,2663
2303,0.0,1.0,1.0,0.0,0,2664
2304,0.0,1.0,1.0,0.0,0,2665
2305,0.0,1.0,1.0,0.0,0,2666
2306,0.0,1.0,1.0,0.0,2,2667
2307,0.0,1.0,1.0,0.0,0,2668
2308,0.0,1.0,1.0,0.0,0,2669
2309,0.0,1.0,1.0,0.0,0,2670
2310,0.0,1.0,1.0,0.0,0,2671
2311,0.0,1.0,1.0,0.0,0,2672
2312,0.0,1.0,1.0,0.0,0,2673
2313,0.0,1.0,1.0,0.0,0,2674
2314,0.0,1.0,1.0,0.0,0,2675
2315,0.0,1.0,1.0,0.0,0,2676
2316,0.0,1.0,1.0,0.0,0,2677
2317,0.0,1.0,1.0,0.0,0,2678
2318,0.0,1.0,1.0,0.0,0,2679
2319,0.0,1.0,1.0,0.0,0,2680
2320,0.0,1.0,1.0,0.0,31,2681
2321,0.0,1.0,1.0,0.0,125,2682
2322,0.0,1.0,1.0,0.0,0,2683
2323,0.0,1.0,1.0,0.0,0,2684
2324,0.0,1.0,1.0,0.0,0,2685
2325,0.0,1.0,1.0,0.0,0,2686
2326,0.0,1.0,1.0,0.0,0,2687
2327,0.0,1.0,1.0,0.0,20,2688
2328,0.0,1.0,1.0,0.0,268,2690
2329,0.0,1.0,1.0,0.0,0,2691
2330,0.0,1.0,1.0,0.0,0,2692
2331,0.0,1.0,1.0,0.0,0,2693
2332,0.0,1.0,1.0,0.0,0,2694
2333,0.0,1.0,1.0,0.0,0,2695
2334,0.0,1.0,1.0,0.0,0,2696
2335,0.0,1.0,1.0,0.0,269,2698
2336,0.0,1.0,1.0,0.0,270,2700
2337,0.0,1.0,1.0,0.0,0,2701
2338,0.0,1.0,1.0,0.0,0,2702
2339,0.0,1.0,1.0,0.0,271,2704
2340,0.0,1.0,1.0,0.0,0,2705
2341,0.0,1.0,1.0,0.0,0,2706
2342,0.0,1.0,1.0,0.0,0,2707
2343,0.0,1.0,1.0,0.0,0,2708
2344,0.0,1.0,1.0,0.0,121,2709
2345,0.0,1.0,1.0,0.0,78,2710
2346,0.0,1.0,1.0,0.0,0,2711
2347,0.0,1.0,1.0,0.0,0,2712
2348,0.0,1.0,1.0,0.0,272,2714
2349,0.0,1.0,1.0,0.0,0,2715
2350,0.0,1.0,1.0,0.0,0,2716
2351,0.0,1.0,1.0,0.0,273,2718
2352,0.0,1.0,1.0,0.0,0,2719
2353,0.0,1.0,1.0,0.0,0,2720
2354,0.0,1.0,1.0,0.0,0,2721
2355,0.0,1.0,1.0,0.0,0,2722
2356,0.0,1.0,1.0,0.0,0,2723
2357,0.0,1.0,1.0,0.0,0,2724
2358,0.0,1.0,1.0,0.0,0,2725
2359,0.0,1.0,1.0,0.0,0,2726
2360,0.0,1.0,1.0,0.0,0,2727
2361,0.0,1.0,1.0,0.0,0,2728
2362,0.0,1.0,1.0,0.0,0,2729
2363,0.0,1.0,1.0,0.0,0,2730
2364,0.0,1.0,1.0,0.0,8,2731
2365,0.0,1.0,1.0,0.0,0,2732
2366,0.0,1.0,1.0,0.0,0,2733
2367,0.0,1.0,1.0,0.0,274,2735
2368,0.0,1.0,1.0,0.0,0,2736
2369,0.0,1.0,1.0,0.0,275,2738
2370,0.0,1.0,1.0,0.0,0,2739
2371,0.0,1.0,1.0,0.0,0,2741
2372,0.0,1.0,1.0,0.0,0,2742
2373,0.0,1.0,1.0,0.0,0,2743
2374,0.0,1.0,1.0,0.0,276,2745
2375,0.0,1.0,1.0,0.0,0,2746
2376,0.0,1.0,1.0,0.0,0,2747
2377,0.0,1.0,1.0,0.0,0,2748
2378,0.0,1.0,1.0,0.0,0,2749
2379,0.0,1.0,1.0,0.0,0,2750
2380,0.0,1.0,1.0,0.0,0,2751
2381,0.0,1.0,1.0,0.0,0,2752
2382,0.0,1.0,1.0,0.0,0,2753
2383,0.0,1.0,1.0,0.0,0,2754
2384,0.0,1.0,1.0,0.0,0,2755
2385,0.0,1.0,1.0,0.0,0,2756
2386,0.0,1.0,1.0,0.0,0,2757
2387,0.0,1.0,1.0,0.0,277,2759
2388,0.0,1.0,1.0,0.0,0,2760
2389,0.0,1.0,1.0,0.0,278,2762
2390,0.0,1.0,1.0,0.0,0,2763
2391,0.0,1.0,1.0,0.0,0,2764
2392,0.0,1.0,1.0,0.0,279,2766
2393,0.0,1.0,1.0,0.0,0,2767
2394,0.0,1.0,1.0,0.0,0,2768
2395,0.0,1.0,1.0,0.0,26,2769
2396,0.0,1.0,1.0,0.0,0,2770
2397,0.0,1.0,1.0,0.0,0,2771
2398,0.0,1.0,1.0,0.0,0,2772
2399,0.0,1.0,1.0,0.0,0,2773
2400,0.0,1.0,1.0,0.0,0,2774
2401,0.0,1.0,1.0,0.0,0,2775
2402,0.0,1.0,1.0,0.0,0,2776
2403,0.0,1.0,1.0,0.0,0,2777
2404,0.0,1.0,1.0,0.0,0,2778
2405,0.0,1.0,1.0,0.0,0,2779
2406,0.0,1.0,1.0,0.0,0,2780
2407,0.0,1.0,1.0,0.0,0,2781
2408,0.0,1.0,1.0,0.0,0,2782
2409,0.0,1.0,1.0,0.0,0,2783
2410,0.0,1.0,1.0,0.0,0,2785
2411,0.0,1.0,1.0,0.0,280,2787
2412,0.0,1.0,1.0,0.0,0,2788
2413,0.0,1.0,1.0,0.0,0,2789
2414,0.0,1.0,1.0,0.0,0,2790
2415,0.0,1.0,1.0,0.0,0,2791
2416,0.0,1.0,1.0,0.0,0,2792
2417,0.0,1.0,1.0,0.0,0,2793
2418,0.0,1.0,1.0,0.0,0,2794
2419,0.0,1.0,1.0,0.0,20,2795
2420,0.0,1.0,1.0,0.0,0,2796
2421,0.0,1.0,1.0,0.0,0,2797
2422,0.0,1.0,1.0,0.0,0,2798
2423,0.0,1.0,1.0,0.0,0,2799
2424,0.0,1.0,1.0,0.0,0,2800
2425,0.0,1.0,1.0,0.0,137,2801
2426,0.0,1.0,1.0,0.0,11,2802
2427,0.0,1.0,1.0,0.0,0,2803
2428,0.0,1.0,1.0,0.0,0,2804
2429,0.0,1.0,1.0,0.0,0,2805
2430,0.0,1.0,1.0,0.0,0,2806
2431,0.0,1.0,1.0,0.0,0,2807
2432,0.0,1.0,1.0,0.0,0,2808
2433,0.0,1.0,1.0,0.0,0,2809
2434,0.0,1.0,1.0,0.0,0,2810
2435,0.0,1.0,1.0,0.0,0,2811
2436,0.0,1.0,1.0,0.0,0,2812
2437,0.0,1.0,1.0,0.0,0,2813
2438,0.0,1.0,1.0,0.0,0,2814
2439,0.0,1.0,1.0,0.0,0,2815
2440,0.0,1.0,1.0,0.0,0,2816
2441,0.0,1.0,1.0,0.0,0,2817
2442,0.0,1.0,1.0,0.0,0,2818
2443,0.0,1.0,1.0,0.0,0,2819
2444,0.0,1.0,1.0,0.0,0,2820
2445,0.0,1.0,1.0,0.0,0,2821
2446,0.0,1.0,1.0,0.0,0,2822
2447,0.0,1.0,1.0,0.0,0,2823
2448,0.0,1.0,1.0,0.0,281,2825
2449,0.0,1.0,1.0,0.0,0,2826
2450,0.0,1.0,1.0,0.0,282,2828
2451,0.0,1.0,1.0,0.0,0,2829
2452,0.0,1.0,1.0,0.0,0,2830
2453,0.0,1.0,1.0,0.0,0,2831
2454,0.0,1.0,1.0,0.0,0,2832
2455,0.0,1.0,1.0,0.0,0,2833
2456,0.0,1.0,1.0,0.0,121,2834
2457,0.0,1.0,1.0,0.0,0,2835
2458,0.0,1.0,1.0,0.0,0,2836
2459,0.0,1.0,1.0,0.0,78,2837
2460,0.0,1.0,1.0,0.0,78,2838
2461,0.0,1.0,1.0,0.0,0,2839
2462,0.0,1.0,1.0,0.0,0,2840
2463,0.0,1.0,1.0,0.0,0,2841
2464,0.0,1.0,1.0,0.0,0,2842
2465,0.0,1.0,1.0,0.0,0,2843
2466,0.0,1.0,1.0,0.0,15,2844
2467,0.0,1.0,1.0,0.0,0,2845
2468,0.0,1.0,1.0,0.0,0,2846
2469,0.0,1.0,1.0,0.0,0,2847
2470,0.0,1.0,1.0,0.0,283,2849
2471,0.0,1.0,1.0,0.0,0,2850
2472,0.0,1.0,1.0,0.0,0,2851
2473,0.0,1.0,1.0,0.0,0,2852
2474,0.0,1.0,1.0,0.0,0,2853
2475,0.0,1.0,1.0,0.0,0,2854
2476,0.0,1.0,1.0,0.0,0,2855
2477,0.0,1.0,1.0,0.0,8,2856
2478,0.0,1.0,1.0,0.0,0,2857
2479,0.0,1.0,1.0,0.0,284,2859
2480,0.0,1.0,1.0,0.0,0,2860
2481,0.0,1.0,1.0,0.0,0,2861
2482,0.0,1.0,1.0,0.0,285,2863
2483,0.0,1.0,1.0,0.0,0,2864
2484,0.0,1.0,1.0,0.0,0,2865
2485,0.0,1.0,1.0,0.0,0,2866
2486,0.0,1.0,1.0,0.0,0,2867
2487,0.0,1.0,1.0,0.0,0,2868
2488,0.0,1.0,1.0,0.0,286,2870
2489,0.0,1.0,1.0,0.0,0,2871
2490,0.0,1.0,1.0,0.0,0,2872
2491,0.0,1.0,1.0,0.0,0,2873
2492,0.0,1.0,1.0,0.0,0,2874
2493,0.0,1.0,1.0,0.0,0,2875
2494,0.0,1.0,1.0,0.0,0,2876
2495,0.0,1.0,1.0,0.0,0,2877
2496,0.0,1.0,1.0,0.0,0,2878
2497,0.0,1.0,1.0,0.0,0,2879
2498,0.0,1.0,1.0,0.0,0,2880
2499,0.0,1.0,1.0,0.0,155,2881
2500,0.0,1.0,1.0,0.0,0,2882
2501,0.0,1.0,1.0,0.0,95,2883
2502,0.0,1.0,1.0,0.0,0,2884
2503,0.0,1.0,1.0,0.0,95,2885
2504,0.0,1.0,1.0,0.0,0,2886
2505,0.0,1.0,1.0,0.0,0,2887
2506,0.0,1.0,1.0,0.0,0,2888
2507,0.0,1.0,1.0,0.0,0,2889
2508,0.0,1.0,1.0,0.0,0,2890
2509,0.0,1.0,1.0,0.0,0,2891
2510,0.0,1.0,1.0,0.0,14,2892
2511,0.0,1.0,1.0,0.0,287,2894
2512,0.0,1.0,1.0,0.0,0,2895
2513,0.0,1.0,1.0,0.0,0,2896
2514,0.0,1.0,1.0,0.0,0,2897
2515,0.0,1.0,1.0,0.0,288,2899
2516,0.0,1.0,1.0,0.0,0,2900
2517,0.0,1.0,1.0,0.0,0,2901
2518,0.0,1.0,1.0,0.0,0,2902
2519,0.0,1.0,1.0,0.0,0,2903
2520,0.0,1.0,1.0,0.0,0,2904
2521,0.0,1.0,1.0,0.0,0,2905
2522,0.0,1.0,1.0,0.0,0,2906
2523,0.0,1.0,1.0,0.0,0,2907
2524,0.0,1.0,1.0,0.0,0,2908
2525,0.0,1.0,1.0,0.0,0,2909
2526,0.0,1.0,1.0,0.0,0,2910
2527,0.0,1.0,1.0,0.0,0,2911
2528,0.0,1.0,1.0,0.0,0,2913
2529,0.0,1.0,1.0,0.0,0,2914
2530,0.0,1.0,1.0,0.0,0,2915
2531,0.0,1.0,1.0,0.0,0,2916
2532,0.0,1.0,1.0,0.0,0,2917
2533,0.0,1.0,1.0,0.0,289,2919
2534,0.0,1.0,1.0,0.0,0,2920
2535,0.0,1.0,1.0,0.0,23,2921
2536,0.0,1.0,1.0,0.0,0,2922
2537,0.0,1.0,1.0,0.0,0,2923
2538,0.0,1.0,1.0,0.0,0,2924
2539,0.0,1.0,1.0,0.0,0,2925
2540,0.0,1.0,1.0,0.0,52,2926
2541,0.0,1.0,1.0,0.0,0,2927
2542,0.0,1.0,1.0,0.0,0,2928
2543,0.0,1.0,1.0,0.0,0,2929
2544,0.0,1.0,1.0,0.0,0,2930
2545,0.0,1.0,1.0,0.0,290,2932
2546,0.0,1.0,1.0,0.0,0,2933
2547,0.0,1.0,1.0,0.0,0,2934
2548,0.0,1.0,1.0,0.0,0,2935
2549,0.0,1.0,1.0,0.0,32,2936
2550,0.0,1.0,1.0,0.0,0,2937
2551,0.0,1.0,1.0,0.0,0,2938
2552,0.0,1.0,1.0,0.0,291,2940
2553,0.0,1.0,1.0,0.0,0,2941
2554,0.0,1.0,1.0,0.0,0,2942
2555,0.0,1.0,1.0,0.0,0,2943
2556,0.0,1.0,1.0,0.0,0,2944
2557,0.0,1.0,1.0,0.0,292,2946
2558,0.0,1.0,1.0,0.0,0,2947
2559,0.0,1.0,1.0,0.0,0,2948
2560,0.0,1.0,1.0,0.0,0,2949
2561,0.0,1.0,1.0,0.0,0,2950
2562,0.0,1.0,1.0,0.0,0,2951
2563,0.0,1.0,1.0,0.0,0,2952
2564,0.0,1.0,1.0,0.0,0,2953
2565,0.0,1.0,1.0,0.0,0,2954
2566,0.0,1.0,1.0,0.0,0,2955
2567,0.0,1.0,1.0,0.0,0,2956
2568,0.0,1.0,1.0,0.0,0,2957
2569,0.0,1.0,1.0,0.0,0,2958
2570,0.0,1.0,1.0,0.0,0,2959
2571,0.0,1.0,1.0,0.0,0,2960
2572,0.0,1.0,1.0,0.0,0,2961
2573,0.0,1.0,1.0,0.0,0,2962
2574,0.0,1.0,1.0,0.0,293,2964
2575,0.0,1.0,1.0,0.0,0,2965
2576,0.0,1.0,1.0,0.0,0,2966
2577,0.0,1.0,1.0,0.0,294,2968
2578,0.0,1.0,1.0,0.0,0,2969
2579,0.0,1.0,1.0,0.0,155,2970
2580,0.0,1.0,1.0,0.0,0,2971
2581,0.0,1.0,1.0,0.0,0,2972
2582,0.0,1.0,1.0,0.0,0,2973
2583,0.0,1.0,1.0,0.0,0,2974
2584,0.0,1.0,1.0,0.0,0,2975
2585,0.0,1.0,1.0,0.0,0,2976
2586,0.0,1.0,1.0,0.0,0,2977
2587,0.0,1.0,1.0,0.0,16,2978
2588,0.0,1.0,1.0,0.0,0,2979
2589,0.0,1.0,1.0,0.0,0,2980
2590,0.0,1.0,1.0,0.0,0,2981
2591,0.0,1.0,1.0,0.0,0,2982
2592,0.0,1.0,1.0,0.0,0,2983
2593,0.0,1.0,1.0,0.0,295,2985
2594,0.0,1.0,1.0,0.0,0,2986
2595,0.0,1.0,1.0,0.0,0,2987
2596,0.0,1.0,1.0,0.0,0,2988
2597,0.0,1.0,1.0,0.0,0,2989
2598,0.0,1.0,1.0,0.0,0,2990
2599,0.0,1.0,1.0,0.0,137,2991
2600,0.0,1.0,1.0,0.0,0,2992
2601,0.0,1.0,1.0,0.0,0,2993
2602,0.0,1.0,1.0,0.0,0,2994
2603,0.0,1.0,1.0,0.0,121,2995
2604,0.0,1.0,1.0,0.0,0,2996
2605,0.0,1.0,1.0,0.0,0,2997
2606,0.0,1.0,1.0,0.0,0,2998
2607,0.0,1.0,1.0,0.0,0,2999
2608,0.0,1.0,1.0,0.0,0,3000
2609,0.0,1.0,1.0,0.0,0,3001
2610,0.0,1.0,1.0,0.0,0,3002
2611,0.0,1.0,1.0,0.0,296,3004
2612,0.0,1.0,1.0,0.0,0,3005
2613,0.0,1.0,1.0,0.0,0,3006
2614,0.0,1.0,1.0,0.0,26,3007
2615,0.0,1.0,1.0,0.0,0,3008
2616,0.0,1.0,1.0,0.0,0,3009
2617,0.0,1.0,1.0,0.0,0,3010
2618,0.0,1.0,1.0,0.0,297,3012
2619,0.0,1.0,1.0,0.0,0,3013
2620,0.0,1.0,1.0,0.0,0,3014
2621,0.0,1.0,1.0,0.0,0,3015
2622,0.0,1.0,1.0,0.0,14,3016
2623,0.0,1.0,1.0,0.0,298,3018
2624,0.0,1.0,1.0,0.0,0,3019
2625,0.0,1.0,1.0,0.0,0,3020
2626,0.0,1.0,1.0,0.0,0,3021
2627,0.0,1.0,1.0,0.0,299,3023
2628,0.0,1.0,1.0,0.0,0,3024
2629,0.0,1.0,1.0,0.0,0,3025
2630,0.0,1.0,1.0,0.0,0,3026
2631,0.0,1.0,1.0,0.0,0,3027
2632,0.0,1.0,1.0,0.0,300,3029
2633,0.0,1.0,1.0,0.0,298,3030
2634,0.0,1.0,1.0,0.0,0,3031
2635,0.0,1.0,1.0,0.0,0,3033
2636,0.0,1.0,1.0,0.0,0,3034
2637,0.0,1.0,1.0,0.0,0,3035
2638,0.0,1.0,1.0,0.0,20,3036
2639,0.0,1.0,1.0,0.0,0,3037
2640,0.0,1.0,1.0,0.0,0,3038
2641,0.0,1.0,1.0,0.0,0,3039
2642,0.0,1.0,1.0,0.0,30,3040
2643,0.0,1.0,1.0,0.0,0,3041
2644,0.0,1.0,1.0,0.0,0,3042
2645,0.0,1.0,1.0,0.0,0,3043
2646,0.0,1.0,1.0,0.0,0,3044
2647,0.0,1.0,1.0,0.0,0,3045
2648,0.0,1.0,1.0,0.0,0,3046
2649,0.0,1.0,1.0,0.0,0,3047
2650,0.0,1.0,1.0,0.0,0,3048
2651,0.0,1.0,1.0,0.0,0,3049
2652,0.0,1.0,1.0,0.0,15,3050
2653,0.0,1.0,1.0,0.0,301,3052
2654,0.0,1.0,1.0,0.0,0,3053
2655,0.0,1.0,1.0,0.0,0,3054
2656,0.0,1.0,1.0,0.0,0,3055
2657,0.0,1.0,1.0,0.0,302,3057
2658,0.0,1.0,1.0,0.0,0,3058
2659,0.0,1.0,1.0,0.0,0,3059
2660,0.0,1.0,1.0,0.0,0,3060
2661,0.0,1.0,1.0,0.0,0,3061
2662,0.0,1.0,1.0,0.0,0,3062
2663,0.0,1.0,1.0,0.0,303,3064
2664,0.0,1.0,1.0,0.0,0,3065
2665,0.0,1.0,1.0,0.0,0,3066
2666,0.0,1.0,1.0,0.0,0,3067
2667,0.0,1.0,1.0,0.0,0,3068
2668,0.0,1.0,1.0,0.0,0,3069
2669,0.0,1.0,1.0,0.0,0,3070
2670,0.0,1.0,1.0,0.0,0,3071
2671,0.0,1.0,1.0,0.0,0,3072
2672,0.0,1.0,1.0,0.0,0,3073
2673,0.0,1.0,1.0,0.0,0,3074
